State/Centre,Grade,Subject,Medium,Textbook Name,Chapter No.,Chapter Name,Chapter Concept Name,Topic Name,Topic Concept Name,Sub-Topic,Keywords,Name,Description,Icon / Image filepath,File Type,File Path,Audience,Content Purpose,Content Duration (in mins),Content Size (in MB),License Type (CC-BY etc),Content Author/Provider Name,Comments
Centre,Class 1,Mathematics,English,Math-Magic,2,Numbers from One to Nine,Numbers from 1 to 9,Zero,Zero,NA,"Number, zero",Numbers from One to Nine_Zero_1,Math-Magic_2_Numbers from One to Nine_Zero_Numbers from One to Nine,https://drive.google.com/open?id=19Un0sXokuyrFA5c3q-QuwR5znZTqII4q,URL (YouTube),https://www.youtube.com/watch?v=ex3I8nQCVpo,Learner,Explanation Content,1:25,NA,Standard YouTube License,Pebbles Kids Learning_www.youtube.com,
Centre,Class 1,Mathematics,English,Math-Magic,3,Addition,Addition,One More,Addition of single digit number,NA,"Single digit, addition, icecream, one, two, three, four, five, stick, bundle",Addition_One More_1,Math-Magic_3_Addition_One More_Maths - Adding Single Digit Numbers - English,https://drive.google.com/open?id=1tN-reev5PSPiVyc6yA-dimcPIY6YZ8rG,URL (YouTube),https://www.youtube.com/watch?v=WdgetoIrMJg,Learner,Explanation Content,6:58,NA,Standard YouTube License,Bodhaguru_www.youtube.com,
Centre,Class 1,Mathematics,English,Math-Magic,3,Addition,Addition,One More,Addition of single digit number,NA,"Easy Math, single digit addition, circle, customer, three circles, equal",Addition_One More_2,Math-Magic_3_Addition_One More_Quick 'n Easy Math - Single-digit Addition,https://drive.google.com/open?id=1DMPyDnGCmXYgMZXEEOyCtLJkQamd3Dtn,URL (YouTube),https://www.youtube.com/watch?v=xNTrqDf-0vY,Learner,Explanation Content,1:36,NA,Standard YouTube License,Learning Log_www.youtube.com,
Centre,Class 1,Mathematics,English,Math-Magic,3,Addition,Addition,One More,Addition of single digit number,NA,"Three, two, finger, one, two, three, four, five, plus, equal",Addition_One More_3,Math-Magic_3_Addition_One More_Learn Addition - Part 1,https://drive.google.com/open?id=166SOcofsQZoiFzHqvSJoIW5SPbF1GDcA,URL (YouTube),https://www.youtube.com/watch?v=SDWZRDG2wxM,Learner,Explanation Content,5:13,NA,Standard YouTube License,MrMcGlover_www.youtube.com,
Centre,Class 1,Mathematics,English,Math-Magic,3,Addition,Addition,One More,Addition of single digit number,NA,"Monkey, Minty, Manto, banana, two, three, five, Robbie, rabbit, one carrot, carrot, number strip",Addition_One More_4_,3_Addition_One More_One More Than A Number,https://drive.google.com/open?id=1_TVSdeT1UfW5oeYq1uRCObg4W8dwGsy8,URL (YouTube),https://www.youtube.com/watch?v=kHO8T1y9NsU,Learner,Explanation Content,2:36,NA,Standard YouTube License,Periwinkle_www.youtube.com,
Centre,Class 1,Mathematics,English,Math-Magic,3,Addition,Addition,Addition,Addition of single digit number,Addition,"Three, plus, two, five, equal, one, four, eight, seven, nine",Addition_Addition_1,Math-Magic_3_Addition_Addition_Practice Flashcards | Addition of Single-Digit Numbers,https://drive.google.com/open?id=1NIsI4n9p1Y3SJMTIiU0yjrlkUB72-5H9,URL (YouTube),https://www.youtube.com/watch?v=M_z7SJ_uTik,Learner,Assessment,6:43,NA,Standard YouTube License,Mister Flash Card_www.youtube.com,
Centre,Class 1,Mathematics,English,Math-Magic,3,Addition,Addition,Addition,Addition of single digit number,Addition,"one, plus, two, three, four, five, six, seven, eight, equal",Addition_Addition_2,Math-Magic_3_Addition_Addition_Cool Math Game,https://drive.google.com/open?id=1LPKBEB0POqDCoRm1UmlA8ostfgA009B6,URL (YouTube),https://www.youtube.com/watch?v=p4GPwDRy31o,Learner,Assessment,6:39,NA,Standard YouTube License,Baby Big Mouth_www.youtube.com,
Centre,Class 1,Mathematics,English,Math-Magic,3,Addition,Addition,Addition,Addition of single digit number,Addition,"Five, zero, two, plus, four, six, three, eight, five, seven, equal",Addition_Addition_3,Math-Magic_3_Addition_Addition_ Learn Addition Children Mathematic game,https://drive.google.com/open?id=1A0odSy9BJEAISCiwTfpaid_WFUIm3LlG,URL (YouTube),https://www.youtube.com/watch?v=u84R4oEenWs,Learner,Practice Content,10:21,NA,Standard YouTube License,Kids Games & Surprise Toys_www.youtube.com,
Centre,Class 1,Mathematics,English,Math-Magic,3,Addition,Addition,Add and Match,Add and match single digit number,NA,"Add, match, three, two, four five, ball, six, seven, equal, plus, eight, zero",Addition_Add and Match_1,Math-Magic_3_Addition_Add and Match_Add and Match,https://drive.google.com/open?id=1p0MwqpM6Z0lE4YM4Bv6WGtNlS3LVtKW0,URL (YouTube),https://www.youtube.com/watch?v=lDet9M9Q13E,Learner,Explanation Content,6:21,NA,Standard YouTube License,Evolton _www.youtube.com,
Centre,Class 1,Mathematics,English,Math-Magic,3,Addition,Addition,Add and Match,Add and match single digit number,NA,"Two, three, four, five, equal, plus, together, addition",Addition_Add and Match_2,Math-Magic_3_Addition_Add and Match_Basic Addition,https://drive.google.com/open?id=1wz72VMziaHU-3he9mTrZIKhdOiUzWL9l,URL (YouTube),https://www.youtube.com/watch?v=bIOOIx822Mw&t=40s,Learner,Explanation Content,1:47,NA,Standard YouTube License,Kiz Math_www.youtube.com,
Centre,Class 1,Mathematics,English,Math-Magic,3,Addition,Addition,Add and Match,Add and match single digit number,NA,"Addition, one, two, plus, three, four, five, six, seven, eight, nine, ten, eleven",Addition_Add and Match_3,Math-Magic_3_Addition_Add and Match_Adding Numbers for Children,https://drive.google.com/open?id=17ibDcMhdSH7uV_EoNLnSwqwVyQ5Dzcm5,URL (YouTube),https://www.youtube.com/watch?v=MlpDCaZo7bY,Learner,Explanation Content,5:11,NA,Standard YouTube License,Elearnin_www.youtube.com,
Centre,Class 1,Mathematics,English,Math-Magic,3,Addition,Addition,Add,Addition of single digit number,NA,"One, two, three, four, equal, plus, five, six, seven, nine",Addition_Add_1,Math-Magic_3_Addition_Add_Class 1 Maths Addition,https://drive.google.com/open?id=1JAmUfOERRHqrHWq-CYEqBhwIaFB-Mqot,URL (YouTube),https://www.youtube.com/watch?v=tg37dqsb1M8,Learner,Explanation Content,57:19,NA,Standard YouTube License,Pebbles CBSE Board Syllabus_www.youtube.com,The Content explains the Whole Chapter
Centre,Class 1,Mathematics,English,Math-Magic,3,Addition,Addition,Add,Addition of single digit number,NA,"Adding number, two, three, five, equal, plus, sum, add, seven, four",Addition_Add_2,Math-Magic_3_Addition_Add_Single Digit Addition,https://drive.google.com/open?id=1o4u1ntQ6DNEf03Xon2WJcWC4j44b8-7r,URL (YouTube),https://www.youtube.com/watch?v=v0KMidUky4A,Instructor,Explanation Content,3:51,NA,Standard YouTube License,Sukhdev Singh_www.youtube.com,
Centre,Class 1,Mathematics,English,Math-Magic,3,Addition,Addition,Add,Addition of single digit number,NA,"Adding, number, one, two, three, five, sum, plus, add, four, six, seven, eight, nine",Addition_Add_3,Math-Magic_3_Addition_Add_Single Digit Addition,https://drive.google.com/open?id=1-toxrzi3gwMyHBjjdaUr_jW4UQFftDDX,URL (YouTube),https://www.youtube.com/watch?v=yyhjdQa1UM0,Learner,Explanation Content,28:02,NA,Standard YouTube License,Pebbles Kids Learning_www.youtube.com,The Content explains the Whole Chapter
Centre,Class 1,Mathematics,English,Math-Magic,3,Addition,Addition,Add,Addition of single digit number,NA,"One, two, four, three, five, six, seven, plus, add, addition, equal",Addition_Add_4,Math-Magic_3_Addition_Add_Math Addition Lesson,https://drive.google.com/open?id=19F4_4cwgQn9glG158a4Ym3frvU23HxcZ,URL (YouTube),https://www.youtube.com/watch?v=qRBlNl3KUdo,Learner,Explanation Content,2:08,NA,Standard YouTube License,Mphoweh Jude Nzembayie_www.youtube.com,
Centre,Class 1,Mathematics,English,Math-Magic,3,Addition,Addition,Write the missing numerals,Missing numerals,NA,"one, two, three, four, equal, plus, five, six, seven, nine, addition, add, sum",Addition_Write the missing numerals_1,Math-Magic_3_Addition_Write the missing numerals_Addtion with Missing Numbers,https://drive.google.com/open?id=1HiHPW8a6vu5g6Fcs_nw88TqDB-9BLK03,URL (YouTube),https://www.youtube.com/watch?v=zbZVV9l4jw0,Learner,Explanation Content,5:56,NA,Standard YouTube License,Math Mammoth_www.youtube.com,
Centre,Class 1,Mathematics,English,Math-Magic,3,Addition,Addition,Write the missing numerals,Missing numerals,NA,"Four, six, ten, add, addition, equal",Addition_Write the missing numerals_2,Math-Magic_3_Addition_Write the missing numerals_Missing Addends,https://drive.google.com/open?id=1pEju9Qm3nho79fT0judfMoNsqtBQzVsk,URL (YouTube),https://www.youtube.com/watch?v=Mvm0y1Qr_JQ,Learner,Explanation Content,2:54,NA,Standard YouTube License,Teaching Without Frills_www.youtube.com,
Centre,Class 1,Mathematics,English,Math-Magic,3,Addition,Addition,Write the missing numerals,Missing numerals,NA,"One, four, five, seven, two, three, add, addition, sum, plus, equal",Addition_Write the missing numerals_3,Math-Magic_3_Addition_Write the missing numerals_Missing Numeral Addition,https://drive.google.com/open?id=1lPJT2aHaoPPqXWCQi1goSpcmX1CvZamM,URL (YouTube),https://www.youtube.com/watch?v=_kth5sUvgQw,Learner,Explanation Content,4:22,NA,Standard YouTube License,Evolton _www.youtube.com,
Centre,Class 1,Mathematics,English,Math-Magic,4,Subtraction,Subtraction,Take Away,Subtraction,NA,"Subtraction, taking away, basic, kid, banana",Subtraction_Take Away_1,Math-Magic_4_Subtraction_Take Away_Basic Subtraction,https://drive.google.com/open?id=1lrP2bDkHuDvSXyycYi5rVGCTodxDiEms,URL (YouTube),https://www.youtube.com/watch?v=depLStKzbIE,Instructor,Explanation Content,7:24,NA,Standard YouTube License,Smart Learning for All_www.youtube.com,
Centre,Class 1,Mathematics,English,Math-Magic,4,Subtraction,Subtraction,Take Away,Subtraction,NA,"Subtraction, chilli, parrot, left, remain, scarecrow, bird, flew, airport, aeroplane, air field",Subtraction_Take Away_2,Math-Magic_4_Subtraction_Take Away_Basic Subtraction,https://drive.google.com/open?id=1NJBDJJK8EmsCja_mtM8ra93FvRCkHf0R,URL (YouTube),https://www.youtube.com/watch?v=UffIn6yh7QQ,Learner,Explanation Content,3:44,NA,Standard YouTube License,Periwinkle_www.youtube.com,
Centre,Class 1,Mathematics,English,Math-Magic,4,Subtraction,Subtraction,Take Away,Subtraction,NA,"Heidi song, counting, creature, subtraction",Subtraction_Take Away_3,Math-Magic_4_Subtraction_Take Away_Basic Subtraction,NA,PDF,http://blog.heidisongs.com/Free_Downloads/assets/CCr1-SubtractionWrkshts-Sample.pdf,Instructor,Practice Content,NA,0.4,NA,Poulami Paul_www.blog.heidisongs.com,Copyright checking is in progress
Centre,Class 1,Mathematics,English,Math-Magic,4,Subtraction,Subtraction,Subtraction,Subtraction,NA,"Subtraction, shell, wish, jug, water, taken away",Subtraction_Subtraction_1,Math-Magic_4_Subtraction_Subtraction_Subtraction,https://drive.google.com/open?id=1BkMC_aaB1DLqaLKZSmQKFMhbbsuTk2Xk,URL (YouTube),https://www.youtube.com/watch?v=pzLuz-85TLM,Learner,Explanation Content,9:16,NA,Standard YouTube License,Bodhaguru_www.youtube.com,
Centre,Class 1,Mathematics,English,Math-Magic,4,Subtraction,Subtraction,Subtraction,Subtraction,NA,"Subtraction, story, animated",Subtraction_Subtraction_2,Math-Magic_4_Subtraction_Subtraction_Subtraction,https://drive.google.com/open?id=1ECcK310s3opZSl8rsTvXXz6PnPi8b0UK,URL (YouTube),https://www.youtube.com/watch?v=KsLb8_xRvnM,Instructor,Explanation Content,3:46,NA,Standard YouTube License,Effective Marking_www.youtube.com,
Centre,Class 1,Mathematics,English,Math-Magic,4,Subtraction,Subtraction,Subtraction,Subtraction,NA,"Basic, subtraction, bird, watching, subtract, number, away",Subtraction_Subtraction_3,Math-Magic_4_Subtraction_Subtraction_Subtraction,https://drive.google.com/open?id=1_87APelf_8r_ZfiQCuF5FtYEjeA2pqSd,URL (YouTube),https://www.youtube.com/watch?v=QXi7SNpt6IQ,Learner,Explanation Content,5:41,NA,Standard YouTube License,sarahjbourke_www.youtube.com,
Centre,Class 1,Mathematics,English,Math-Magic,4,Subtraction,Subtraction,Subtract and Match,Subtract and Match,NA,"Subtraction, kid, play",Subtraction_Subtract and Match_1,Math-Magic_4_Subtraction_Subtract and Match_Subtract and match the number,https://drive.google.com/open?id=1eKO-0-eqaQ07zKmmSsJriu9p83PxDhO4,URL (YouTube),https://www.youtube.com/watch?v=nzsEL9QKB5E,Instructor,Explanation Content,15:48,NA,Standard YouTube License,Video Games for KIDS HD_www.youtube.com,It is a lengthy video
Centre,Class 1,Mathematics,English,Math-Magic,4,Subtraction,Subtraction,Subtract and Match,Subtract and Match,NA,"Subtraction, practice, learn, educational, game",Subtraction_Subtract and Match_2,Math-Magic_4_Subtraction_Subtract and Match_Subtract and match the number,https://drive.google.com/open?id=1zpfOk9FvOoYSvZM0yrFbOoZ3nqZH7bh6,URL (YouTube),https://www.youtube.com/watch?v=rVBadndp3Aw,Learner,Explanation Content,20:39,NA,Standard YouTube License,Happy Kids app_www.youtube.com,The Content explains the Whole Chapter
Centre,Class 1,Mathematics,English,Math-Magic,4,Subtraction,Subtraction,Subtract and Match,Subtract and Match,NA,"Learn, math, subtraction, minus, equal",Subtraction_Subtract and Match_3,Math-Magic_4_Subtraction_Subtract and Match_Subtract and match the number,https://drive.google.com/open?id=1g_F5LPGUN9DXv0bGp0iRnu-rCZBc8kgr,URL (YouTube),https://www.youtube.com/watch?v=WfYUL8e14ww,Learner,Explanation Content,11:56,NA,Standard YouTube License,Math Kids_www.youtube.com,
Centre,Class 1,Mathematics,English,Math-Magic,4,Subtraction,Subtraction,Subtract,Subtract,NA,"Subtraction, basic, waiting room, cowboy, hat, western, party, give away, take, number",Subtraction_Subtract_1,Math-Magic_4_Subtraction_Subtract_Subtraction,https://drive.google.com/open?id=1nQmp5uH221b4Jm1vEIygOr-OiqO5OAeJ,URL (YouTube),https://www.youtube.com/watch?v=ug0gs8kLE48,Learner,Explanation Content,9:58,NA,Standard YouTube License,Homeschool Pop_www.youtube.com,
Centre,Class 1,Mathematics,English,Math-Magic,4,Subtraction,Subtraction,Subtract,Subtract,NA,"Peppa, pig, math, subtraction, math, problem",Subtraction_Subtract_2,Math-Magic_4_Subtraction_Subtract_Subtraction,https://drive.google.com/open?id=1joXtD-cPgRZQMMZzSxN79PZ2nwkF_v9Z,URL (YouTube),https://www.youtube.com/watch?v=jt2osy_fVng,Learner,Explanation Content,5:01,NA,Standard YouTube License,Kid Friendly TV_www.youtube.com,
Centre,Class 1,Mathematics,English,Math-Magic,4,Subtraction,Subtraction,Subtract,Subtract,NA,"Subtracting, zero, no, object, taken, away, difference, number, itself",Subtraction_Subtract_3,Math-Magic_4_Subtraction_Subtract_Subtraction,https://drive.google.com/open?id=1PI_sLP7X3viiAxivrKO-hCYrcAXaNYYB,URL (YouTube),https://www.youtube.com/watch?v=DqGnXMXoxcQ,Learner,Explanation Content,1:20,NA,Standard YouTube License,Periwinkle_www.youtube.com,
Centre,Class 1,Mathematics,English,Math-Magic,4,Subtraction,Subtraction,Write the missing numbers,Missing numbers,NA,"Subtraction, missing, number, marker, wheel, fork, plate",Subtraction_Write the missing numbers_1,Math-Magic_4_Subtraction_Write the missing numbers_Find the missing number,https://drive.google.com/open?id=1pxW3cM8n6AUatg8-f4JPQwI8MvD-sUaL,URL (YouTube),https://www.youtube.com/watch?v=Thh3btiRQxg,Learner,Explanation Content,4:05,NA,Standard YouTube License,Susan Anthony_www.youtube.com,
Centre,Class 1,Mathematics,English,Math-Magic,4,Subtraction,Subtraction,Write the missing numbers,Missing numbers,NA,"Missing number, subtraction",Subtraction_Write the missing numbers_2,Math-Magic_4_Subtraction_Write the missing numbers_Find the missing number,https://drive.google.com/open?id=114yST-Q9jIQnAd9YTBtwGkaBwllRmK_K,URL (YouTube),https://www.youtube.com/watch?v=r3n_WGE388A,Learner,Practice Content,0:49,NA,Standard YouTube License,Blooming Kids Software - BloomingKids_www.youtube.com,
Centre,Class 1,Mathematics,English,Math-Magic,5,Numbers From Ten To Twenty,Numbers from 10 to 20,NA,NA,NA,"Ten, tomato, add",Numbers From Ten To Twenty_1,Math-Magic_5_Numbers From Ten To Twenty_Counting in tens,https://drive.google.com/open?id=1rE_Kya0yIFjdlaRS-tUL8vOnc7xMAuD2,URL (YouTube),https://www.youtube.com/watch?v=02d9GpKruxs,Learner,Explanation Content,10:58,NA,Standard YouTube License,Iken Edu_www.youtube.com,
Centre,Class 1,Mathematics,English,Math-Magic,5,Numbers From Ten To Twenty,Numbers from 10 to 20,NA,NA,NA,"Ten, chilli, one, group",Numbers From Ten To Twenty_2,Math-Magic_5_Numbers From Ten To Twenty_Counting in tens,https://drive.google.com/open?id=1iqgEjzDtDj4CftD_zjwbKUxKvqO6w89P,URL (YouTube),https://www.youtube.com/watch?v=NrQbefm-s_M,Learner,Explanation Content,2:12,NA,Standard YouTube License,Periwinkle_www.youtube.com,
Centre,Class 1,Mathematics,English,Math-Magic,5,Numbers From Ten To Twenty,Numbers from 10 to 20,Counting from 10 to 20,Addition,NA,"Ten, one, value chart, candle",Numbers From Ten To Twenty_Counting from 10 to 20_1,Math-Magic_5_Numbers From Ten To Twenty_Counting from 10 to 20_Counting from 10 to 19,https://drive.google.com/open?id=1vDzme9s8BDeWzIuHG0X6r_T4D6XlQOrt,URL (YouTube),https://www.youtube.com/watch?v=FF07ytw1VPc,Learner,Explanation Content,5:41,NA,Standard YouTube License,Periwinkle_www.youtube.com,
Centre,Class 1,Mathematics,English,Math-Magic,5,Numbers From Ten To Twenty,Numbers from 10 to 20,Counting from 10 to 20,Addition,NA,"Ten, one, stack, group, eleven, twelve, thirteen, fourteen, fifteen, sixteen, seventeen, eighteen, nineteen",Numbers From Ten To Twenty_Counting from 10 to 20_2,Math-Magic_5_Numbers From Ten To Twenty_Counting from 10 to 20_Counting from 10 to 19,https://drive.google.com/open?id=1pwrJXZwiM361wj96wXRcmHgwwossWEYo,URL (YouTube),https://www.youtube.com/watch?v=yi3DpZwRLnY,Learner,Explanation Content,1:55,NA,Standard YouTube License,eSparkLearningVideos_www.youtube.com,
Centre,Class 1,Mathematics,English,Math-Magic,5,Numbers From Ten To Twenty,Numbers from 10 to 20,Counting from 10 to 20,Addition,NA,"Ten, one, sixteen, grab, six, counting",Numbers From Ten To Twenty_Counting from 10 to 20_3,Math-Magic_5_Numbers From Ten To Twenty_Counting from 10 to 20_Counting from 10 to 19,https://drive.google.com/open?id=1aB9IQrWdFEjrnu9qN46f74PU8KABkEOJ,URL (YouTube),https://www.youtube.com/watch?v=RnsKoxbMbD4,Learner,Explanation Content,1:21,NA,Standard YouTube License,Brainzy Games by Education.com_www.youtube.com,
Centre,Class 1,Mathematics,English,Math-Magic,5,Numbers From Ten To Twenty,Numbers from 10 to 20,Complete the table,Practice for numbers,NA,"One, ten, place, value, house, rule, digit",Numbers From Ten To Twenty_Complete the table_1,Math-Magic_5_Numbers From Ten To Twenty_Complete the table_Understanding tens and ones,https://drive.google.com/open?id=1YPV6QIKL4imG9nTWwuGi8m1CBv1e7bd-,URL (YouTube),https://www.youtube.com/watch?v=1F3AycEDksY,Learner,Explanation Content,4:26,NA,Standard YouTube License,Math & Learning Videos 4 Kids_www.youtube.com,
Centre,Class 1,Mathematics,English,Math-Magic,5,Numbers From Ten To Twenty,Numbers from 10 to 20,Complete the table,Practice for numbers,NA,"Ten, one, nine, digit",Numbers From Ten To Twenty_Complete the table_2,Math-Magic_5_Numbers From Ten To Twenty_Complete the table_Counting numbers from 1 to 19 by tens and ones,https://drive.google.com/open?id=10TLoZIZTUK5HhdaN6tv8MUloWw35djZS,URL (YouTube),https://www.youtube.com/watch?v=__dTH6ketvA,Learner,Explanation Content,2:32,NA,Standard YouTube License,Periwinkle_www.youtube.com,
Centre,Class 1,Mathematics,English,Math-Magic,5,Numbers From Ten To Twenty,Numbers from 10 to 20,Complete the table,Practice for numbers,NA,"Game, ten, frame, twenty",Numbers From Ten To Twenty_Complete the table_3,Math-Magic_5_Numbers From Ten To Twenty_Complete the table_Counting numbers in terms of tens and ones,https://drive.google.com/open?id=1FFfA7FDsjWKOE1YVDhxet7LJvMbhAOUJ,URL (YouTube),https://www.youtube.com/watch?v=AVjvswqL-Ow,Learner,Explanation Content,2:46,NA,Standard YouTube License,Laura D_www.youtube.com,
